Country Code,year,gdp_per_capita,Income
MDG,2024,544.9973027,LIC
MLI,2024,1086.176218,LIC
MOZ,2024,647.2857995,LIC
MWI,2024,508.3712735,LIC
NER,2024,722.7486503,LIC
RWA,2024,999.6545614,LIC
SDN,2024,989.3128662,LIC
SLE,2024,873.3885752,LIC
SOM,2024,636.9834776,LIC
TCD,2024,1016.088807,LIC
TGO,2024,1043.140929,LIC
UGA,2024,1072.713698,LIC
AGO,2024,2122.08369,LMC
BEN,2024,1485.38019,LMC
BGD,2024,2593.416074,LMC
CIV,2024,2709.895116,LMC
CMR,2024,1762.368351,LMC
COG,2024,2482.248947,LMC
COM,2024,1784.115469,LMC
DJI,2024,3496.471119,LMC
EGY,2024,3338.473714,LMC
GHA,2024,2405.794664,LMC
GIN,2024,1717.023181,LMC
IND,2024,2696.6639,LMC
JOR,2024,4618.095925,LMC
KEN,2024,2206.134979,LMC
LKA,2024,4515.567873,LMC
LSO,2024,971.8146205,LMC
MAR,2024,3993.387451,LMC
MRT,2024,2082.783744,LMC
NAM,2024,4413.127442,LMC
NGA,2024,806.9456951,LMC
NPL,2024,1447.310045,LMC
PAK,2024,1484.749859,LMC
PSE,2024,2592.305912,LMC
SEN,2024,1743.988884,LMC
STP,2024,3244.828997,LMC
SWZ,2024,3936.109692,LMC
TUN,2024,4350.371797,LMC
TZA,2024,1185.745483,LMC
ZMB,2024,1235.084665,LMC
ZWE,2024,2656.409377,LMC
DZA,2024,5631.179991,MNA
IRN,2024,4771.40029,MNA
IRQ,2024,6073.610323,MNA
LBY,2024,6318.40314,MNA
MDV,2024,13215.53536,SAS
BWA,2024,7695.242064,SSA
CPV,2024,5272.85253,SSA
GAB,2024,8218.763071,SSA
GNQ,2024,6745.400132,SSA
MUS,2024,11871.73368,SSA
ZAF,2024,6253.371582,SSA
